cycle,send_rate,sent,service_rate,serviced,sender_outstanding,noc_outstanding,receiver_queue,arrival_noc,arrival_receiver,response_noc,response_sender,raw_throttle,delayed_throttle,queue_over_capacity
250,2.9574342187914637,2.9574342187914637,3.0,2.9574420822809016,130.12820243346584,65.06383309045263,0.0,2.9574217311036017,2.9574420822809016,2.9574987449327392,2.9575208457524487,False,False,False
251,2.957435951330683,2.957435951330683,3.0,2.957438334741646,130.1281156681854,65.06376149714703,0.0,2.957421927477422,2.957438334741646,2.957493520783036,2.9575227166111415,False,False,False
252,2.9574376866362924,2.9574376866362924,3.0,2.9574349703933858,130.12802971147966,65.06369579995547,0.0,2.957422385040853,2.9574349703933858,2.9574880822324108,2.95752364334203,False,False,False
253,2.957439405770407,2.957439405770407,3.0,2.957431997311151,130.1279454444335,65.06363636945976,0.0,2.957423079782656,2.957431997311151,2.9574825102783624,2.9575236728165715,False,False,False
254,2.9574410911113302,2.9574410911113302,3.0,2.957429418098181,130.1278636783856,65.06358346965492,0.0,2.9574239871156953,2.957429418098181,2.9574768869205252,2.957522857159211,False,False,False
255,2.957442726432288,2.957442726432288,3.0,2.9574272305093308,130.12778515157333,65.06353725690688,0.0,2.9574250821457726,2.9574272305093308,2.957471294893802,2.9575212532445625,False,False,False
256,2.9574442969685335,2.9574442969685335,3.0,2.957425428033086,130.127710526321,65.06349778260659,0.0,2.9574263399175917,2.957425428033086,2.9574658142178807,2.9575189222208618,False,False,False
257,2.9574457894735797,2.9574457894735797,3.0,2.957424000434255,130.12764038673598,65.06346500556329,0.0,2.9574277356391305,2.957424000434255,2.9574605126824256,2.9575159290586153,False,False,False
258,2.9574471922652803,2.9574471922652803,3.0,2.957422934259336,130.12757523687785,65.06343880356087,0.0,2.9574292448856365,2.957422934259336,2.95745544688805,2.95751234212342,False,False,False
259,2.957448495262443,2.957448495262443,3.0,2.9574222133064545,130.12751549936834,65.0634189841196,0.0,2.9574308437844197,2.9574222133064545,2.9574506632257,2.957508232771951,False,False,False
260,2.9574496900126332,2.9574496900126332,3.0,2.9574218190617,130.1274615144108,65.06340529450377,0.0,2.9574325091815403,2.9574218190617,2.957446198797365,2.9575036749701553,False,False,False
261,2.9574507697117838,2.9574507697117838,3.0,2.9574217311036017,130.12741353918986,65.06339743101432,0.0,2.9574342187914637,2.9574217311036017,2.9574420822809016,2.9574987449327392,False,False,False
262,2.957451729216203,2.957451729216203,3.0,2.957421927477422,130.12737174762304,65.06339504760335,0.0,2.957435951330683,2.957421927477422,2.957438334741646,2.957493520783036,False,False,False
263,2.957452565047539,2.957452565047539,3.0,2.957422385040853,130.12733623043817,65.06339776384627,0.0,2.9574376866362924,2.957422385040853,2.9574349703933858,2.9574880822324108,False,False,False
264,2.9574532753912366,2.9574532753912366,3.0,2.957423079782656,130.12730699555104,65.06340517230552,0.0,2.957439405770407,2.957423079782656,2.957431997311151,2.9574825102783624,False,False,False
265,2.9574538600889793,2.9574538600889793,3.0,2.9574239871156953,130.1272839687195,65.06341684531867,0.0,2.9574410911113302,2.9574239871156953,2.957429418098181,2.9574768869205252,False,False,False
266,2.95745432062561,2.95745432062561,3.0,2.9574250821457726,130.1272669944513,65.06343234124164,0.0,2.957442726432288,2.9574250821457726,2.9574272305093308,2.957471294893802,False,False,False
267,2.957454660110974,2.957454660110974,3.0,2.9574263399175917,130.12725584034442,65.06345121017708,0.0,2.9574442969685335,2.9574263399175917,2.957425428033086,2.9574658142178807,False,False,False
268,2.957454883193112,2.957454883193112,3.0,2.9574277356391305,130.12725021085512,65.0634729992164,0.0,2.9574457894735797,2.9574277356391305,2.957424000434255,2.9574605126824256,False,False,False
269,2.9574549957828977,2.9574549957828977,3.0,2.9574292448856365,130.12724975975,65.06349725722234,0.0,2.9574471922652803,2.9574292448856365,2.957422934259336,2.95745544688805,False,False,False
270,2.9574550048050003,2.9574550048050003,3.0,2.9574308437844197,130.1272541013293,65.06352353917832,0.0,2.957448495262443,2.9574308437844197,2.9574222133064545,2.9574506632257,False,False,False
271,2.957454917973414,2.957454917973414,3.0,2.9574325091815403,130.12726282050536,65.06355141012926,0.0,2.9574496900126332,2.9574325091815403,2.9574218190617,2.957446198797365,False,False,False
272,2.9574547435898926,2.9574547435898926,3.0,2.9574342187914637,130.12727548181437,65.06358044873744,0.0,2.9574507697117838,2.9574342187914637,2.9574217311036017,2.9574420822809016,False,False,False
273,2.9574544903637126,2.9574544903637126,3.0,2.957435951330683,130.12729163743643,65.06361025047622,0.0,2.957451729216203,2.957435951330683,2.957421927477422,2.957438334741646,False,False,False
274,2.9574541672512713,2.9574541672512713,3.0,2.9574376866362924,130.12731083429432,65.06364043048289,0.0,2.957452565047539,2.9574376866362924,2.957422385040853,2.9574349703933858,False,False,False
275,2.9574537833141137,2.9574537833141137,3.0,2.957439405770407,130.1273326202973,65.06367062609147,0.0,2.9574532753912366,2.957439405770407,2.957423079782656,2.957431997311151,False,False,False
276,2.957453347594054,2.957453347594054,3.0,2.9574410911113302,130.12735654979318,65.06370049906475,0.0,2.9574538600889793,2.9574410911113302,2.9574239871156953,2.957429418098181,False,False,False
277,2.9574528690041366,2.9574528690041366,3.0,2.957442726432288,130.12738218828798,65.06372973754459,0.0,2.95745432062561,2.957442726432288,2.9574250821457726,2.9574272305093308,False,False,False
278,2.9574523562342403,2.9574523562342403,3.0,2.9574442969685335,130.12740911648913,65.06375805773797,0.0,2.957454660110974,2.9574442969685335,2.9574263399175917,2.957425428033086,False,False,False
279,2.957451817670217,2.957451817670217,3.0,2.9574457894735797,130.12743693372508,65.06378520529195,0.0,2.957454883193112,2.9574457894735797,2.9574277356391305,2.957424000434255,False,False,False
280,2.9574512613254984,2.9574512613254984,3.0,2.9574471922652803,130.12746526079124,65.06381095618922,0.0,2.9574549957828977,2.9574471922652803,2.9574292448856365,2.957422934259336,False,False,False
281,2.957450694784175,2.957450694784175,3.0,2.957448495262443,130.12749374226897,65.06383511720979,0.0,2.9574550048050003,2.957448495262443,2.9574308437844197,2.9574222133064545,False,False,False
282,2.9574501251546206,2.9574501251546206,3.0,2.9574496900126332,130.1275220483619,65.06385752600166,0.0,2.957454917973414,2.9574496900126332,2.9574325091815403,2.9574218190617,False,False,False
283,2.957449559032762,2.957449559032762,3.0,2.9574507697117838,130.12754987629106,65.06387805080008,0.0,2.9574547435898926,2.9574507697117838,2.9574342187914637,2.9574217311036017,False,False,False
284,2.957449002474179,2.957449002474179,3.0,2.957451729216203,130.12757695128784,65.06389658983312,0.0,2.9574544903637126,2.957451729216203,2.957435951330683,2.957421927477422,False,False,False
285,2.957448460974243,2.957448460974243,3.0,2.957452565047539,130.12760302722123,65.0639130704481,0.0,2.9574541672512713,2.957452565047539,2.9574376866362924,2.957422385040853,False,False,False
286,2.9574479394555753,2.9574479394555753,3.0,2.9574532753912366,130.12762788689415,65.0639274479918,0.0,2.9574537833141137,2.9574532753912366,2.957439405770407,2.957423079782656,False,False,False
287,2.957447442262117,2.957447442262117,3.0,2.9574538600889793,130.12765134204056,65.06393970447452,0.0,2.957453347594054,2.9574538600889793,2.9574410911113302,2.9574239871156953,False,False,False
288,2.957446973159189,2.957446973159189,3.0,2.95745432062561,130.127673233054,65.06394984704637,0.0,2.9574528690041366,2.95745432062561,2.957442726432288,2.9574250821457726,False,False,False
289,2.95744653533892,2.95744653533892,3.0,2.957454660110974,130.12769342847534,65.06395790631208,0.0,2.9574523562342403,2.957454660110974,2.9574442969685335,2.9574263399175917,False,False,False
290,2.957446131430493,2.957446131430493,3.0,2.957454883193112,130.1277118242667,65.06396393450872,0.0,2.957451817670217,2.957454883193112,2.9574457894735797,2.9574277356391305,False,False,False
291,2.957445763514666,2.957445763514666,3.0,2.9574549957828977,130.12772834289572,65.06396800356895,0.0,2.9574512613254984,2.9574549957828977,2.9574471922652803,2.9574292448856365,False,False,False
292,2.9574454331420856,2.9574454331420856,3.0,2.9574550048050003,130.1277429322534,65.06397020309068,0.0,2.957450694784175,2.9574550048050003,2.957448495262443,2.9574308437844197,False,False,False
293,2.957445141354932,2.957445141354932,3.0,2.957454917973414,130.1277555644268,65.06397063823266,0.0,2.9574501251546206,2.957454917973414,2.9574496900126332,2.9574325091815403,False,False,False
294,2.957444888711464,2.957444888711464,3.0,2.9574547435898926,130.1277662343468,65.06396942755364,0.0,2.957449559032762,2.9574547435898926,2.9574507697117838,2.9574342187914637,False,False,False
295,2.957444675313064,2.957444675313064,3.0,2.9574544903637126,130.12777495832918,65.06396670081162,0.0,2.957449002474179,2.9574544903637126,2.957451729216203,2.957435951330683,False,False,False
296,2.9574445008334163,2.9574445008334163,3.0,2.9574541672512713,130.1277817725263,65.06396259673834,0.0,2.957448460974243,2.9574541672512713,2.957452565047539,2.9574376866362924,False,False,False
297,2.957444364549474,2.957444364549474,3.0,2.9574537833141137,130.12778673130538,65.06395726080268,0.0,2.9574479394555753,2.9574537833141137,2.9574532753912366,2.957439405770407,False,False,False
298,2.9574442653738924,2.9574442653738924,3.0,2.957453347594054,130.12778990556794,65.06395084297583,0.0,2.957447442262117,2.957453347594054,2.9574538600889793,2.9574410911113302,False,False,False
299,2.957444201888641,2.957444201888641,3.0,2.9574528690041366,130.1277913810243,65.0639434955094,0.0,2.957446973159189,2.9574528690041366,2.95745432062561,2.957442726432288,False,False,False
