controller,delayed_throttle_ratio,idle_ratio,max_noc_outstanding,max_queue,max_sender_outstanding,mean_queue,noc_overshoot,noc_overshoot_pct,noc_settling_time,offered_load,queue_capacity,queue_over_capacity_cycles,raw_throttle_ratio,sender_overshoot,sender_overshoot_pct,sender_settling_time,tail_noc_variance,tail_queue_delta,tail_queue_variance,tail_sender_variance,throughput,total_cycles,total_sent,total_serviced
p_sender_outstanding_target128_k0.02,0.0,0.0,66.0,0.0,131.98,0.0,0.0,0.0,,2.962158655950402,,0.0,0.0,3.9799999999999898,0.03109374999999992,,229.5861813500724,0.0,0.0,705.0644168190103,2.7452791841704762,300.0,888.6475967851206,823.5837552511429
