controller,controller_kind,delayed_throttle_ratio,idle_ratio,max_burst_period,max_commanded_bandwidth,max_noc_outstanding,max_noc_queue,max_queue,max_sender_noc_inflight,max_sender_noc_os_gap,max_sender_outstanding,mean_commanded_bandwidth,mean_noc_queue,mean_queue,mean_sender_noc_inflight,mean_sender_noc_os_gap,min_positive_commanded_bandwidth,noc_overshoot,noc_overshoot_pct,noc_queue_capacity_reqs,noc_queue_over_capacity_cycles,noc_settling_time,offered_load,offered_reqs_per_cycle,queue_capacity,queue_over_capacity_cycles,raw_throttle_ratio,send_rate_settle_to_receiver_time,sender_backpressure_cycles,sender_backpressure_ratio,sender_inflight_over_capacity_cycles,sender_noc_inflight_capacity_reqs,sender_overshoot,sender_overshoot_pct,sender_settling_time,strategy,tail_noc_variance,tail_queue_delta,tail_queue_variance,tail_sender_variance,throughput,throughput_reqs_per_cycle,total_cycles,total_sent,total_sent_bytes,total_sent_reqs,total_serviced,total_serviced_bytes,total_serviced_reqs
open_loop,open,0.0,0.0,176.0,2.909090909090909,386.18181818176896,0,358.9090909090561,13.636363636363681,28.636363636364877,413.4545454544936,2.909090909090909,0,261.0513090903723,13.619431818181862,26.60114848484403,2.909090909090909,330.18181818176896,5.896103896103017,128.0,0.0,46806.0,2.9090909090888175,0.09090909090902555,,0.0,0.0,6000.0,0.0,0.0,0.0,256.0,317.4545454544936,3.3068181818176416,46316.0,无流控,0.25212892561952827,-1.636363636362347,0.25292019834680035,0.2520958347138084,2.7808,0.0869,60000.0,174545.45454532906,174545.45454532906,5454.545454541533,166848.0,166848.0,5214.0
noc_watermark_A56_D44,noc,0.06361666666666667,0.06361666666666667,176.0,2.909090909090909,67.72727272727307,0,58.727272727275235,13.636363636363681,28.6363636363789,77.54545454546454,2.7240242424242425,0,5.599713636364266,12.751931818181859,25.400465151594386,2.909090909090909,11.727272727273075,0.20941558441559063,128.0,0.0,3190.0,2.7240242424223196,0.08512575757569749,,0.0,0.06361666666666667,786.0,0.0,0.0,0.0,256.0,0.0,0.0,2636.0,NOC Watermark,0.0819834710743805,-0.6363636363636366,0.08312128925619838,0.08312128925619856,2.7093333333333334,0.08466666666666667,60000.0,163441.45454533916,163441.45454533916,5107.545454541849,162560.0,162560.0,5080.0
sender_outstanding_A96,sender,0.05821666666666667,0.05821666666666667,176.0,2.909090909090909,86.99999999999035,0,77.63636363635617,13.636363636363681,28.6363636363789,96.0,2.7397333333333336,0,12.270037878786265,12.825568181818186,25.547718181870817,2.909090909090909,30.99999999999035,0.5535714285712563,128.0,0.0,13558.0,2.7397333333313902,0.08561666666660595,,0.0,0.05821666666666667,6000.0,0.0,0.0,0.0,256.0,0.0,0.0,13004.0,Sender Outstanding,0.08332201652892572,0.36363636363636376,0.08206528925619838,0.0823107438016529,2.7248,0.08515,60000.0,164383.9999998834,164383.9999998834,5136.999999996357,163488.0,163488.0,5109.0
smith_pi_sender_or_delayed_noc_error_A0_P28_D0_pred44,smith_pi,0.09438333333333333,0.0,591.0,2.909090909090909,72.4441353763133,0,63.079788236399864,13.636363636363697,28.636363636379112,81.82154289235586,2.731405704519895,0,7.979838481275807,12.786532421755236,25.469615755154692,0.8663282571912013,16.444135376313298,0.29364527457702316,128.0,0.0,8054.0,2.731405704517992,0.08535642826618725,,0.0,0.09438333333333333,973.0,0.0,0.0,0.0,256.0,0.0,0.0,7500.0,Smith PI,0.08231074380165289,-0.6363636363636263,0.08332201652892562,0.0823107438016529,2.7168,0.0849,60000.0,163884.3422710795,163884.3422710795,5121.385695971235,163008.0,163008.0,5094.0
