cycle,send_rate,sent,burst_period,commanded_bandwidth,service_rate,serviced,sender_outstanding,noc_outstanding,receiver_queue,arrival_noc,arrival_receiver,response_noc,response_sender,raw_throttle,delayed_throttle,queue_over_capacity,sent_reqs,sent_bytes,serviced_reqs,serviced_bytes,forward_sn_occupancy,pending_noc_arrivals,noc_queue,forward_nr_occupancy,return_rn_occupancy,return_ns_occupancy,sender_noc_inflight,sender_noc_os_gap,noc_queue_over_capacity,sender_inflight_over_capacity,sender_backpressure,sender_check,burst_active
10,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,False,False,False,False,True
11,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,1.090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,1.090909090909091,0.0,0.0,0.0,0.0,0.0,1.090909090909091,1.090909090909091,False,False,False,False,True
12,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,1.1818181818181819,1.1818181818181819,False,False,False,False,True
13,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,1.2727272727272727,1.2727272727272727,False,False,False,False,True
14,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,1.3636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,1.3636363636363635,0.0,0.0,0.0,0.0,0.0,1.3636363636363635,1.3636363636363635,False,False,False,False,True
15,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,1.4545454545454544,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,1.4545454545454544,0.0,0.0,0.0,0.0,0.0,1.4545454545454544,1.4545454545454544,False,False,False,False,True
16,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,1.5454545454545452,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,1.5454545454545452,0.0,0.0,0.0,0.0,0.0,1.5454545454545452,1.5454545454545452,False,False,False,False,True
17,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,1.636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,1.636363636363636,0.0,0.0,0.0,0.0,0.0,1.636363636363636,1.636363636363636,False,False,False,False,True
18,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,1.7272727272727268,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,1.7272727272727268,0.0,0.0,0.0,0.0,0.0,1.7272727272727268,1.7272727272727268,False,False,False,False,True
19,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,1.8181818181818177,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,1.8181818181818177,0.0,0.0,0.0,0.0,0.0,1.8181818181818177,1.8181818181818177,False,False,False,False,True
20,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,1.9090909090909085,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,1.9090909090909085,0.0,0.0,0.0,0.0,0.0,1.9090909090909085,1.9090909090909085,False,False,False,False,True
21,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,1.9999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,1.9999999999999993,0.0,0.0,0.0,0.0,0.0,1.9999999999999993,1.9999999999999993,False,False,False,False,True
22,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,2.0909090909090904,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,2.0909090909090904,0.0,0.0,0.0,0.0,0.0,2.0909090909090904,2.0909090909090904,False,False,False,False,True
23,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,2.181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,2.181818181818181,0.0,0.0,0.0,0.0,0.0,2.181818181818181,2.181818181818181,False,False,False,False,True
24,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,2.272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,2.272727272727272,0.0,0.0,0.0,0.0,0.0,2.272727272727272,2.272727272727272,False,False,False,False,True
25,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,2.363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,2.363636363636363,0.0,0.0,0.0,0.0,0.0,2.363636363636363,2.363636363636363,False,False,False,False,True
26,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,2.4545454545454537,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,2.4545454545454537,0.0,0.0,0.0,0.0,0.0,2.4545454545454537,2.4545454545454537,False,False,False,False,True
27,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,2.5454545454545445,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,2.5454545454545445,0.0,0.0,0.0,0.0,0.0,2.5454545454545445,2.5454545454545445,False,False,False,False,True
28,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,2.6363636363636354,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,2.6363636363636354,0.0,0.0,0.0,0.0,0.0,2.6363636363636354,2.6363636363636354,False,False,False,False,True
29,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,2.727272727272726,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,2.727272727272726,0.0,0.0,0.0,0.0,0.0,2.727272727272726,2.727272727272726,False,False,False,False,True
30,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,2.818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,2.818181818181817,0.0,0.0,0.0,0.0,0.0,2.818181818181817,2.818181818181817,False,False,False,False,True
31,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,2.909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,2.909090909090908,0.0,0.0,0.0,0.0,0.0,2.909090909090908,2.909090909090908,False,False,False,False,True
32,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,2.9999999999999987,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,2.9999999999999987,0.0,0.0,0.0,0.0,0.0,2.9999999999999987,2.9999999999999987,False,False,False,False,True
33,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,3.0909090909090895,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,3.0909090909090895,0.0,0.0,0.0,0.0,0.0,3.0909090909090895,3.0909090909090895,False,False,False,False,True
34,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,3.1818181818181803,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,3.1818181818181803,0.0,0.0,0.0,0.0,0.0,3.1818181818181803,3.1818181818181803,False,False,False,False,True
35,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,3.272727272727271,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,3.272727272727271,0.0,0.0,0.0,0.0,0.0,3.272727272727271,3.272727272727271,False,False,False,False,True
36,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,3.363636363636362,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,3.363636363636362,0.0,0.0,0.0,0.0,0.0,3.363636363636362,3.363636363636362,False,False,False,False,True
37,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,3.454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,3.454545454545453,0.0,0.0,0.0,0.0,0.0,3.454545454545453,3.454545454545453,False,False,False,False,True
38,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,3.5454545454545436,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,3.5454545454545436,0.0,0.0,0.0,0.0,0.0,3.5454545454545436,3.5454545454545436,False,False,False,False,True
39,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,3.6363636363636345,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,3.6363636363636345,0.0,0.0,0.0,0.0,0.0,3.6363636363636345,3.6363636363636345,False,False,False,False,True
40,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,3.7272727272727253,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,3.7272727272727253,0.0,0.0,0.0,0.0,0.0,3.7272727272727253,3.7272727272727253,False,False,False,False,True
41,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,3.818181818181816,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,3.818181818181816,0.0,0.0,0.0,0.0,0.0,3.818181818181816,3.818181818181816,False,False,False,False,True
42,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,3.909090909090907,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,3.909090909090907,0.0,0.0,0.0,0.0,0.0,3.909090909090907,3.909090909090907,False,False,False,False,True
43,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,3.999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,3.999999999999998,0.0,0.0,0.0,0.0,0.0,3.999999999999998,3.999999999999998,False,False,False,False,True
44,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,4.090909090909089,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,4.090909090909089,0.0,0.0,0.0,0.0,0.0,4.090909090909089,4.090909090909089,False,False,False,True,True
45,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,4.18181818181818,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,4.18181818181818,0.0,0.0,0.0,0.0,0.0,4.18181818181818,4.18181818181818,False,False,False,False,True
46,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,4.272727272727271,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,4.272727272727271,0.0,0.0,0.0,0.0,0.0,4.272727272727271,4.272727272727271,False,False,False,False,True
47,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,4.3636363636363615,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,4.3636363636363615,0.0,0.0,0.0,0.0,0.0,4.3636363636363615,4.3636363636363615,False,False,False,False,True
48,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,4.454545454545452,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,4.454545454545452,0.0,0.0,0.0,0.0,0.0,4.454545454545452,4.454545454545452,False,False,False,False,True
49,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,4.545454545454543,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,4.545454545454543,0.0,0.0,0.0,0.0,0.0,4.545454545454543,4.545454545454543,False,False,False,False,True
50,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,4.636363636363634,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,4.636363636363634,0.0,0.0,0.0,0.0,0.0,4.636363636363634,4.636363636363634,False,False,False,False,True
51,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,4.727272727272725,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,4.727272727272725,0.0,0.0,0.0,0.0,0.0,4.727272727272725,4.727272727272725,False,False,False,False,True
52,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,4.818181818181816,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,4.818181818181816,0.0,0.0,0.0,0.0,0.0,4.818181818181816,4.818181818181816,False,False,False,False,True
53,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,4.9090909090909065,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,4.9090909090909065,0.0,0.0,0.0,0.0,0.0,4.9090909090909065,4.9090909090909065,False,False,False,False,True
54,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,4.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,4.999999999999997,0.0,0.0,0.0,0.0,0.0,4.999999999999997,4.999999999999997,False,False,False,False,True
55,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,5.090909090909088,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,5.090909090909088,0.0,0.0,0.0,0.0,0.0,5.090909090909088,5.090909090909088,False,False,False,False,True
56,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,5.181818181818179,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,5.181818181818179,0.0,0.0,0.0,0.0,0.0,5.181818181818179,5.181818181818179,False,False,False,False,True
57,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,5.27272727272727,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,5.27272727272727,0.0,0.0,0.0,0.0,0.0,5.27272727272727,5.27272727272727,False,False,False,False,True
58,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,5.363636363636361,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,5.363636363636361,0.0,0.0,0.0,0.0,0.0,5.363636363636361,5.363636363636361,False,False,False,False,True
59,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,5.4545454545454515,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,5.4545454545454515,0.0,0.0,0.0,0.0,0.0,5.4545454545454515,5.4545454545454515,False,False,False,False,True
60,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,5.545454545454542,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,5.545454545454542,0.0,0.0,0.0,0.0,0.0,5.545454545454542,5.545454545454542,False,False,False,False,True
61,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,5.636363636363633,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,5.636363636363633,0.0,0.0,0.0,0.0,0.0,5.636363636363633,5.636363636363633,False,False,False,False,True
62,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,5.727272727272724,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,5.727272727272724,0.0,0.0,0.0,0.0,0.0,5.727272727272724,5.727272727272724,False,False,False,False,True
63,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,5.818181818181815,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,5.818181818181815,0.0,0.0,0.0,0.0,0.0,5.818181818181815,5.818181818181815,False,False,False,False,True
64,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,5.909090909090906,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,5.909090909090906,0.0,0.0,0.0,0.0,0.0,5.909090909090906,5.909090909090906,False,False,False,False,True
65,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,5.9999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,5.9999999999999964,0.0,0.0,0.0,0.0,0.0,5.9999999999999964,5.9999999999999964,False,False,False,False,True
66,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,6.090909090909087,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,6.090909090909087,0.0,0.0,0.0,0.0,0.0,6.090909090909087,6.090909090909087,False,False,False,False,True
67,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,6.181818181818178,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,6.181818181818178,0.0,0.0,0.0,0.0,0.0,6.181818181818178,6.181818181818178,False,False,False,False,True
68,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,6.272727272727269,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,6.272727272727269,0.0,0.0,0.0,0.0,0.0,6.272727272727269,6.272727272727269,False,False,False,False,True
69,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,6.36363636363636,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,6.36363636363636,0.0,0.0,0.0,0.0,0.0,6.36363636363636,6.36363636363636,False,False,False,False,True
70,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,6.454545454545451,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,6.454545454545451,0.0,0.0,0.0,0.0,0.0,6.454545454545451,6.454545454545451,False,False,False,False,True
71,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,6.545454545454541,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,6.545454545454541,0.0,0.0,0.0,0.0,0.0,6.545454545454541,6.545454545454541,False,False,False,False,True
72,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,6.636363636363632,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,6.636363636363632,0.0,0.0,0.0,0.0,0.0,6.636363636363632,6.636363636363632,False,False,False,False,True
73,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,6.727272727272723,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,6.727272727272723,0.0,0.0,0.0,0.0,0.0,6.727272727272723,6.727272727272723,False,False,False,False,True
74,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,6.818181818181814,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,6.818181818181814,0.0,0.0,0.0,0.0,0.0,6.818181818181814,6.818181818181814,False,False,False,False,True
75,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,6.909090909090905,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,6.909090909090905,0.0,0.0,0.0,0.0,0.0,6.909090909090905,6.909090909090905,False,False,False,False,True
76,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,6.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,6.999999999999996,0.0,0.0,0.0,0.0,0.0,6.999999999999996,6.999999999999996,False,False,False,False,True
77,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,7.090909090909086,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,7.090909090909086,0.0,0.0,0.0,0.0,0.0,7.090909090909086,7.090909090909086,False,False,False,False,True
78,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,7.181818181818177,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,7.181818181818177,0.0,0.0,0.0,0.0,0.0,7.181818181818177,7.181818181818177,False,False,False,False,True
79,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,7.272727272727268,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,7.272727272727268,0.0,0.0,0.0,0.0,0.0,7.272727272727268,7.272727272727268,False,False,False,False,True
80,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,7.363636363636359,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,7.363636363636359,0.0,0.0,0.0,0.0,0.0,7.363636363636359,7.363636363636359,False,False,False,False,True
81,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,7.45454545454545,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,7.45454545454545,0.0,0.0,0.0,0.0,0.0,7.45454545454545,7.45454545454545,False,False,False,False,True
82,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,7.5454545454545405,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,7.5454545454545405,0.0,0.0,0.0,0.0,0.0,7.5454545454545405,7.5454545454545405,False,False,False,False,True
83,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,7.636363636363631,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,7.636363636363631,0.0,0.0,0.0,0.0,0.0,7.636363636363631,7.636363636363631,False,False,False,False,True
84,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,7.727272727272722,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,7.727272727272722,0.0,0.0,0.0,0.0,0.0,7.727272727272722,7.727272727272722,False,False,False,False,True
85,2.909090909090909,2.909090909090909,176.0,2.909090909090909,3.0,0.0,7.818181818181813,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.09090909090909091,2.909090909090909,0.0,0.0,7.818181818181813,0.0,0.0,0.0,0.0,0.0,7.818181818181813,7.818181818181813,False,False,False,False,True
